Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
40215,3,4,26,11601,20,0,8.666666667000001,10.26320288,8675,0,2900.25,4088.0419420000003,289120.9748,174.0644038,6702.5,14819.66816,36871,55,37124,18562.0,26030.01483,36968,156,40118,13372.66667,20575.91469,37082,188,0,0,0,0,72,92,74.59903021,99.46537362,0,8675,1453.375,3091.095642,9554872.268,0,0,0,1,0,0,0,0,1,1661.0,8.666666667000001,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS
1840399,3,5,26,11607,20,0,8.666666667000001,10.26320288,10135,0,2321.4,4413.201989,6320.911932999999,4.346883475,262914.1429,695122.1819,1839303,5,778,389.0,446.8914857,705,73,1840348,460087.0,919477.4061,1839303,5,0,0,0,0,72,112,1.630081303,2.716802172,0,10135,1292.555556,3350.634907,11200000.0,0,0,0,1,0,0,0,0,1,1454.125,8.666666667000001,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS
1885704,3,5,26,11607,20,0,8.666666667000001,10.26320288,10220,0,2321.4,4455.182578,6169.048801,4.242447383,269386.2857,712153.7413,1884399,2,1061,530.5,745.9976542,1058,3,1885572,471393.0,942004.0961,1884399,2,0,0,0,0,72,112,1.590917769,2.651529614,0,10220,1292.555556,3378.299021000001,11400000.0,0,0,0,1,0,0,0,0,1,1454.125,8.666666667000001,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS
8856830,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,2.7097731360000004,0.451628856,2952276.667,5112623.72,8855826,3,8856830,2952276.667,5112623.72,8855826,3,0,0.0,0.0,0,0,0,0,0,0,80,0,0.451628856,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,1004.0,0.0,1004,1004,8855826.0,0.0,8855826,8855826,DoS
56763,3,5,26,11607,20,0,8.666666667000001,10.26320288,7215,0,2321.4,3327.769794000001,204939.8376,140.9368779,8109.0,21033.32617,55806,11,714,357.0,381.83766180000003,627,87,56723,14180.75,27751.917680000002,55806,11,0,0,0,0,72,112,52.85132921,88.08554868,0,7215,1292.555556,2650.585648,7025604.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667000001,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS
8807773,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,3.406082332,0.567680389,2201943.25,4403229.1910000015,8806787,1,8807773,2201943.25,4403229.1910000015,8806787,1,0,0.0,0.0,0,0,0,0,0,0,100,0,0.567680389,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,986.0,0.0,986,986,8806787.0,0.0,8806787,8806787,DoS
8781186,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,3.416395006,0.569399168,2195296.5,4387927.844,8777188,4,8781186,2195296.5,4387927.844,8777188,4,0,0.0,0.0,0,0,0,0,0,0,100,0,0.569399168,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,3998.0,0.0,3998,3998,8777188.0,0.0,8777188,8777188,DoS
16,3,1,18,1375,6,6,6.0,0.0,1375,1375,1375.0,0.0,87100000.0,250000.0,5.333333333,7.571877794,14,0,2,1.0,1.4142135619999998,2,0,0,0.0,0.0,0,0,0,0,0,0,60,20,187500.0,62500.0,6,1375,279.8,612.2354122,374832.2,0,0,0,0,1,0,0,0,0,349.75,6.0,1375.0,60,0,0,0,0,0,0,3,18,1,1375,256,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS
1771315,3,6,26,11607,20,0,8.666666667000001,10.26320288,8760,0,1934.5,3414.854477000001,6567.437186,5.080970917,221414.375,625797.4656,1770184,2,807,403.5,398.10111780000005,685,122,1771283,354256.6,791527.5493,1770184,2,0,0,0,0,72,132,1.6936569719999999,3.387313945,0,8760,1163.3,2733.082592,7469740.456,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667000001,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS
1757561,3,4,26,11607,20,0,8.666666667000001,10.26320288,11595,0,2901.75,5795.50069,6618.831437,3.9827920619999997,292926.8333,717032.9017,1756564,5,878,439.0,476.5899705,776,102,1757546,585848.6667,1013869.3359999999,1756564,5,0,0,0,0,72,92,1.706910884,2.275881179,0,11595,1454.125,4097.537534,16800000.0,0,0,0,1,0,0,0,0,1,1661.857143,8.666666667000001,2901.75,72,0,0,0,0,0,0,3,26,4,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS
1757200,3,6,26,11607,20,0,8.666666667000001,10.26320288,4380,0,1934.5,2188.714486,6620.191213,5.121784657,219650.0,620897.1463,1756292,2,711,355.5,201.5254326,498,213,1757136,351427.2,785343.3628,1756292,2,0,0,0,0,72,132,1.7072615519999998,3.414523105,0,4380,1163.3,1911.191138,3652651.567,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667000001,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS
1757646,3,5,26,11607,20,0,8.666666667000001,10.26320288,7215,0,2321.4,3327.769794000001,6618.51135,4.551542233,251092.2857,663916.3516,1756713,5,679,339.5,259.5081887,523,156,1757634,439408.5,878203.0597,1756713,5,0,0,0,0,72,112,1.706828337,2.844713896,0,7215,1292.555556,2650.585648,7025604.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667000001,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS
776596,3,4,26,11607,20,0,8.666666667000001,10.26320288,11595,0,2901.75,5795.50069,14979.474530000001,9.013695667,129432.6667,316527.3269,775541,4,1013,506.5,648.4169182999998,965,48,776515,258838.3333,447477.8962,775541,4,0,0,0,0,72,92,3.863012429,5.150683238,0,11595,1454.125,4097.537534,16800000.0,0,0,0,1,0,0,0,0,1,1661.857143,8.666666667000001,2901.75,72,0,0,0,0,0,0,3,26,4,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS
716561,3,6,26,11607,20,0,8.666666667000001,10.26320288,4380,0,1934.5,2177.344966,16234.486669999998,12.559991400000001,89570.125,252982.6612,715670,3,758,379.0,531.7442995,755,3,716504,143300.8,319964.2728,715670,3,0,0,0,0,72,132,4.186663801,8.373327602,0,4380,1163.3,1903.962654,3625073.789,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667000001,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS
6854830,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,3.501180919,0.583530153,2284943.333,3955041.019,6851831,3,6854830,2284943.333,3955041.019,6851831,3,0,0.0,0.0,0,0,0,0,0,0,80,0,0.583530153,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,2999.0,0.0,2999,2999,6851831.0,0.0,6851831,6851831,DoS
6853831,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,3.501691244,0.583615207,2284610.333,3956200.374,6852837,4,6853831,2284610.333,3956200.374,6852837,4,0,0.0,0.0,0,0,0,0,0,0,80,0,0.583615207,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,994.0,0.0,994,994,6852837.0,0.0,6852837,6852837,DoS
1824991,3,4,26,11601,20,0,8.666666667000001,10.26320288,8760,0,2900.25,4128.3193009999995,6370.990323,3.835635354,304165.1667,741543.479,1817825,38,6936,3468.0,4586.294583,6711,225,1824953,608317.6667,1047469.53,1817825,184,0,0,0,0,72,92,1.643843723,2.191791631,0,8760,1453.375,3113.952607,9696700.839,0,0,0,1,0,0,0,0,1,1661.0,8.666666667000001,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS
4991865,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,6.009777908999999,1.001629651,1247966.25,2494603.21,4989871,4,4991865,1247966.25,2494603.21,4989871,4,0,0.0,0.0,0,0,0,0,0,0,100,0,1.001629651,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS
115516,3,4,26,11601,20,0,8.666666667000001,10.26320288,8760,0,2900.25,4128.3193009999995,100652.7234,60.59766612,19252.66667,35221.85793,87888,34,27032,13516.0,18407.40373,26532,500,115482,38494.0,44830.655269999996,87888,382,0,0,0,0,72,92,25.97042834,34.62723779,0,8760,1453.375,3113.952607,9696700.839,0,0,0,1,0,0,0,0,1,1661.0,8.666666667000001,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS
115334,3,5,26,11601,20,0,8.666666667000001,10.26320288,7300,0,2320.2,3022.5080980000002,100811.556,69.3637609,16476.28571,32735.678389999997,87505,73,26797,13398.5,17829.697490000002,26006,791,115244,28811.0,41047.20504,87505,196,0,0,0,0,72,112,26.01141034,43.35235056,0,7300,1291.888889,2460.652985,6054813.111000001,0,0,0,1,0,0,0,0,1,1453.375,8.666666667000001,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS
4841912,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,4.956719577,0.8261199290000001,1613970.667,2793739.352,4839903,981,4841912,1613970.667,2793739.352,4839903,981,0,0.0,0.0,0,0,0,0,0,0,80,0,0.8261199290000001,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS
3003922,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,7.989554987999999,1.331592498,1001307.333,1733428.44,3002898,3,3003922,1001307.333,1733428.44,3002898,3,0,0.0,0.0,0,0,0,0,0,0,80,0,1.331592498,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS
3007935,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,7.978895821,1.32981597,1002645.0,1735714.175,3006875,4,3007935,1002645.0,1735714.175,3006875,4,0,0.0,0.0,0,0,0,0,0,0,80,0,1.32981597,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS
3000912,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,9.996960924,1.666160154,750228.0,1499116.074,2998902,3,3000912,750228.0,1499116.074,2998902,3,0,0.0,0.0,0,0,0,0,0,0,100,0,1.666160154,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS
2999948,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,10.00017334,1.6666955559999999,749987.0,1499284.744,2998914,3,2999948,749987.0,1499284.744,2998914,3,0,0.0,0.0,0,0,0,0,0,0,100,0,1.6666955559999999,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS
48951,3,5,26,11601,20,0,8.666666667000001,10.26320288,7300,0,2320.2,3022.5080980000002,237523.2375,163.42873490000002,6993.0,11881.012509999999,27898,72,28228,14114.0,19685.85279,28034,194,48815,12203.75,14240.67195,28164,186,0,0,0,0,72,112,61.28577557,102.1429593,0,7300,1291.888889,2460.652985,6054813.111000001,0,0,0,1,0,0,0,0,1,1453.375,8.666666667000001,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS
2919449,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,10.27591165,1.712651942,729862.25,1459072.5019999999,2918471,231,2919449,729862.25,1459072.5019999999,2918471,231,0,0.0,0.0,0,0,0,0,0,0,100,0,1.712651942,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS
113617,3,5,26,11607,20,0,8.666666667000001,10.26320288,10135,0,2321.4,4413.201989,102387.8469,70.41199820000001,16231.0,42371.04947,112318,12,937,468.5,379.7163415,737,200,113599,28399.75,55947.4257,112318,12,0,0,0,0,72,112,26.40449933,44.00749888,0,10135,1292.555556,3350.634907,11200000.0,0,0,0,1,0,0,0,0,1,1454.125,8.666666667000001,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS
1778408,3,4,26,11607,20,0,8.666666667000001,10.26320288,11595,0,2901.75,5795.50069,6541.243629,3.9361046510000004,296401.3333,725474.565,1777270,5,982,491.0,360.6244584,746,236,1778363,592787.6667,1025791.934,1777270,5,0,0,0,0,72,92,1.6869019930000002,2.249202658,0,11595,1454.125,4097.537534,16800000.0,0,0,0,1,0,0,0,0,1,1661.857143,8.666666667000001,2901.75,72,0,0,0,0,0,0,3,26,4,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS
858018,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,34.96430145,5.827383575,214504.5,426997.3654,854997,0,858018,214504.5,426997.3654,854997,0,0,0.0,0.0,0,0,0,0,0,0,100,0,5.827383575,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS
840076,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,35.71105471,5.951842452,210019.0,419364.9321,839066,3,840076,210019.0,419364.9321,839066,3,0,0.0,0.0,0,0,0,0,0,0,100,0,5.951842452,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS
819653,3,5,26,11607,20,0,8.666666667000001,10.26320288,8675,0,2321.4,3769.5360189999997,14192.59126,9.760227804,117093.2857,309316.9434,818558,4,906,453.0,407.293506,741,165,819577,204894.25,409109.3796,818558,4,0,0,0,0,72,112,3.660085426,6.100142377,0,8675,1292.555556,2931.429562000001,8593279.277999999,0,0,0,1,0,0,0,0,1,1454.125,8.666666667000001,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS
44247689,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,0.271200604,0.045200101,44200000.0,0.0,44200000,44200000,44200000,44200000.0,0.0,44200000,44200000,0,0.0,0.0,0,0,0,0,0,0,40,0,0.045200101,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,256,-1,1,20,0.0,0.0,0,0,44200000.0,0.0,44200000,44200000,DoS
820516,3,6,26,11607,20,0,8.666666667000001,10.26320288,5840,0,1934.5,2538.9192780000008,14177.66381,10.968707499999999,102564.5,289530.6562,819116,3,1065,532.5,508.4097757,892,173,820472,164094.4,366168.4845,819116,3,0,0,0,0,72,132,3.6562358319999997,7.3124716639999985,0,5840,1163.3,2138.329153,4572451.567,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667000001,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS
10884746,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,2.756150672,0.459358445,2721186.5,5441038.415,10900000,1,10900000,2721186.5,5441038.415,10900000,1,0,0.0,0.0,0,0,0,0,0,0,100,0,0.459358445,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,2002.0,0.0,2002,2002,10900000.0,0.0,10900000,10900000,DoS
319299,3,4,26,11601,20,0,8.666666667000001,10.26320288,8760,0,2900.25,4128.3193009999995,36414.144739999996,21.92302513,53216.5,122447.8911,302866,50,16197,8098.5,10183.044759999999,15299,898,319190,106396.6667,170334.2766,302866,186,0,0,0,0,72,92,9.395582197000001,12.52744293,0,8760,1453.375,3113.952607,9696700.839,0,0,0,1,0,0,0,0,1,1661.0,8.666666667000001,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS
319260,3,5,26,11601,20,0,8.666666667000001,10.26320288,7300,0,2320.2,3022.5080980000002,36418.593,25.0579465,45608.57143,113689.1507,303159,49,15475,7737.5,9604.631409,14529,946,319078,79769.5,149095.3253,303159,194,0,0,0,0,72,112,9.396729938,15.66121656,0,7300,1291.888889,2460.652985,6054813.111000001,0,0,0,1,0,0,0,0,1,1453.375,8.666666667000001,2320.2,72,0,0,0,0,0,0,3,26,5,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS
9224750,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,2.601696523,0.43361608700000004,3074916.667,5325058.017,9223764,3,9224750,3074916.667,5325058.017,9223764,3,0,0.0,0.0,0,0,0,0,0,0,80,0,0.43361608700000004,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,986.0,0.0,986,986,9223764.0,0.0,9223764,9223764,DoS
8962260,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,3.3473699710000004,0.557894995,2240565.0,4480450.0,8961240,274,8962260,2240565.0,4480450.0,8961240,274,0,0.0,0.0,0,0,0,0,0,0,100,0,0.557894995,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,1020.0,0.0,1020,1020,8961240.0,0.0,8961240,8961240,DoS
743938,3,4,26,11601,20,0,8.666666667000001,10.26320288,8760,0,2900.25,4128.3193009999995,15628.990590000001,9.409386266,123989.6667,300025.9833,736390,2,7025,3512.5,4964.596711,7023,2,743857,247952.3333,423014.2945,736390,187,0,0,0,0,72,92,4.032594114,5.376792152,0,8760,1453.375,3113.952607,9696700.839,0,0,0,1,0,0,0,0,1,1661.0,8.666666667000001,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS
8021778,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,3.739819277,0.623303213,2005444.5,4009173.183,8019204,1,8021778,2005444.5,4009173.183,8019204,1,0,0.0,0.0,0,0,0,0,0,0,100,0,0.623303213,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,2574.0,0.0,2574,2574,8019204.0,0.0,8019204,8019204,DoS
840337,3,4,26,11607,20,0,8.666666667000001,10.26320288,11595,0,2901.75,5795.50069,13843.25574,8.32999142,140056.1667,342102.6035,838370,127,1133,566.5,495.6818536,917,216,840210,280070.0,483502.1133,838370,565,0,0,0,0,72,92,3.5699963230000002,4.759995097,0,11595,1454.125,4097.537534,16800000.0,0,0,0,1,0,0,0,0,1,1661.857143,8.666666667000001,2901.75,72,0,0,0,0,0,0,3,26,4,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS
6830898,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,3.51344728,0.585574547,2276966.0,3941224.4869999997,6827900,998,6830898,2276966.0,3941224.4869999997,6827900,998,0,0.0,0.0,0,0,0,0,0,0,80,0,0.585574547,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,2998.0,0.0,2998,2998,6827900.0,0.0,6827900,6827900,DoS
302485,3,6,26,11601,20,0,8.666666667000001,10.26320288,4380,0,1933.5,1757.789948,38438.26967,29.753541499999997,37810.625,103962.6983,295038,16,7077,3538.5,4806.204792,6937,140,302429,60485.8,131154.1589,295038,16,0,0,0,0,72,132,9.917847166,19.83569433,0,4380,1162.7,1645.2417619999999,2706820.4560000002,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667000001,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS
6227878,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,4.817050045,0.8028416740000001,1556969.5,3113050.3619999997,6226545,0,6227878,1556969.5,3113050.3619999997,6226545,0,0,0.0,0.0,0,0,0,0,0,0,100,0,0.8028416740000001,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,1333.0,0.0,1333,1333,6226545.0,0.0,6226545,6226545,DoS
5170894,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,5.801704696,0.9669507829999999,1292723.5,2584095.711,5168867,2,5170894,1292723.5,2584095.711,5168867,2,0,0.0,0.0,0,0,0,0,0,0,100,0,0.9669507829999999,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,2027.0,0.0,2027,2027,5168867.0,0.0,5168867,5168867,DoS
4870954,5,0,30,0,6,6,6.0,0.0,0,0,0.0,0.0,6.158957772999999,1.026492962,1217738.5,2434813.712,4869959,1,4870954,1217738.5,2434813.712,4869959,1,0,0.0,0.0,0,0,0,0,0,0,100,0,1.026492962,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.2,6.0,0.0,100,0,0,0,0,0,0,5,30,0,0,256,-1,4,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS
304631,3,6,26,11601,20,0,8.666666667000001,10.26320288,4380,0,1933.5,1757.789948,38167.48788,29.54394005,38078.875,103578.6836,294296,15,9821,4910.5,6453.763592,9474,347,304616,60923.2,130526.966,294296,81,0,0,0,0,72,132,9.847980015,19.69596003,0,4380,1162.7,1645.2417619999999,2706820.4560000002,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667000001,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS
1636561,3,6,26,11607,20,0,8.666666667000001,10.26320288,5840,0,1934.5,2538.9192780000008,7108.198228,5.4993367189999995,204570.125,578054.5508,1635182,48,978,489.0,605.2834047,917,61,1636479,327295.8,731130.7211,1635182,48,0,0,0,0,72,132,1.83311224,3.666224479,0,5840,1163.3,2138.329153,4572451.567,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667000001,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS
1636771,3,5,26,11607,20,0,8.666666667000001,10.26320288,7300,0,2321.4,3346.3639670000002,7107.286236,4.88767213,233824.4286,618085.3036,1635510,4,970,485.0,550.1290757999999,874,96,1636723,409180.75,817552.9527,1635510,4,0,0,0,0,72,112,1.8328770490000001,3.0547950810000004,0,7300,1292.555556,2662.264877,7087654.278,0,0,0,1,0,0,0,0,1,1454.125,8.666666667000001,2321.4,72,0,0,0,0,0,0,3,26,5,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS
3166999,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,7.578152061,1.263025344,1055666.3329999999,1828465.993,3166997,1,3166999,1055666.3329999999,1828465.993,3166997,1,0,0.0,0.0,0,0,0,0,0,0,80,0,1.263025344,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS
292292,3,6,26,11607,20,0,8.666666667000001,10.26320288,4380,0,1934.5,2177.344966,39799.24185,30.79112668,36536.5,102894.6467,291187,3,990,495.0,483.66103830000003,837,153,292218,58443.6,130108.1541,291187,3,0,0,0,0,72,132,10.26370889,20.52741779,0,4380,1163.3,1903.962654,3625073.789,0,0,0,1,0,0,0,0,2,1292.555556,8.666666667000001,1934.5,72,0,0,0,0,0,0,3,26,6,11607,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS
791084,3,6,26,11601,20,0,8.666666667000001,10.26320288,5840,0,1933.5,2189.7729329999997,14697.554240000001,11.37679437,98885.5,270755.0965,768709,46,22037,11018.5,15393.00752,21903,134,790892,158178.4,341427.4756,768709,46,0,0,0,0,72,132,3.792264791,7.584529582,0,5840,1162.7,1911.59573,3654198.233,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667000001,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DoS
